Handle,Title,Body (HTML)
de-snoepwinkel-peach-party,De snoepwinkel peach party,"The Candy Shop collection from Dream Toys immediately catches the eye with their soft pastel colours and smooth shapes. Each toy from the Candy Shop collection has a different pastel colour and a matching name.This is the Peach Party vibrator from the Candy Shop range. It is flexible, which makes the vibrator suitable for users who don’t like the feeling of a sturdy vibrator but prefer one that flexes and moves along with the body. It’s also great to apply varying pressure during use. The Peach Party offers 7 vibration rhythms and 3 speeds that are driven by a strong motor. For convenience the vibrator is rechargeable with the included USB cable. Dont hesitate to take the Peach Party with you in the shower or bath tub, its  IPX7 waterproof. The Candy Shop vibrator is made silicone and ABS. It is phthalate-free, latex-free and 100% body safe. Operation: Long press the on/off button to start the vibrations. Short press the arrow buttons to scroll through the different vibrations. The upper and lower buttons scroll through the programs in opposite order. Long press the on/off button to turn the vibrator off. Flexible vibratorStrong motor7 Vibration rhythms3 Vibration speedsIPX7 waterproofMade of silicone and ABS with metal platingBody safe, phthalates free, latex freeRechargeable, USB cable includedLength 22,8 cmWidth 4,4 cmDepth 4,2 cm  Click here to download the manual<br><br>De Candy Shop collectie van Dream Toys springt meteen in het oog met hun zachte pastelkleuren en gladde vormen. Elk speeltje uit de Candy Shop collectie heeft een andere pastelkleur en een bijpassende naam.<br _istranslated=""1"" _mstmutation=""1"" style=""box-sizing:border-box""><br _istranslated=""1"" _mstmutation=""1"" style=""box-sizing:border-box"">Dit is de Peach Party vibrator uit het Candy Shop assortiment. Het is flexibel, waardoor de vibrator geschikt is voor gebruikers die niet van het gevoel van een stevige vibrator houden, maar de voorkeur geven aan een die buigt en meebeweegt met het lichaam. Het is ook geweldig om tijdens het gebruik variërende druk uit te oefenen. De Peach Party biedt 7 trillingsritmes en 3 snelheden die worden aangedreven door een sterke motor. Voor het gemak is de vibrator oplaadbaar met de meegeleverde USB-kabel. Aarzel niet om de Peach Party mee te nemen onder de douche of in bad, hij is IPX7 waterdicht. De Candy Shop vibrator is gemaakt van siliconen en ABS. Het is ftalaatvrij, latexvrij en 100% lichaamsveilig.<br _istranslated=""1"" _mstmutation=""1"" style=""box-sizing:border-box""><br _istranslated=""1"" _mstmutation=""1"" style=""box-sizing:border-box"">Bediening: Druk lang op de aan/uit-knop om de trillingen te starten. Druk kort op de pijlknoppen om door de verschillende trillingen te bladeren. De bovenste en onderste knoppen scrollen in tegengestelde volgorde door de programmas. Druk lang op de aan/uit knop om de vibrator uit te schakelen.<br style=""box-sizing:border-box color:#777777 font-family:"" open sans sans-serif font-size:13px="""" font-style:normal="""" font-variant-ligatures:normal="""" font-variant-caps:normal="""" font-weight:300="""" letter-spacing:normal="""" orphans:2="""" text-align:start="""" text-transform:none="""" white-space:normal="""" widows:2="""" word-spacing:0px="""" background-color:="""" text-decoration-thickness:initial="""" text-decoration-style:initial="""" text-decoration-color:initial=""""> <ul style=""box-sizing:border-box margin-top:0px margin-bottom:1rem color:#777777 font-family:"" open sans sans-serif font-size:13px="""" font-style:normal="""" font-variant-ligatures:normal="""" font-variant-caps:normal="""" font-weight:300="""" letter-spacing:normal="""" orphans:2="""" text-align:start="""" text-transform:none="""" white-space:normal="""" widows:2="""" word-spacing:0px="""" background-color:="""" text-decoration-thickness:initial="""" text-decoration-style:initial="""" text-decoration-color:initial="""">	<li _msthash=""333502"" _msttexthash=""353301"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Flexibele vibrator</li>	<li _msthash=""333503"" _msttexthash=""186836"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Sterke motor</li>	<li _msthash=""333504"" _msttexthash=""322010"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>7 Trillingsritmes</li>	<li _msthash=""333505"" _msttexthash=""413049"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>3 Trillingssnelheden</li>	<li _msthash=""333506"" _msttexthash=""247793"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>IPX7 waterdicht</li>	<li _msthash=""333507"" _msttexthash=""1621139"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Gemaakt van siliconen en ABS met metalen beplating</li>	<li _msthash=""333508"" _msttexthash=""1249807"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Lichaamsveilig, ftalatenvrij, latexvrij</li>	<li _msthash=""333509"" _msttexthash=""871260"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Oplaadbaar, USB-kabel meegeleverd</li>	<li _msthash=""333510"" _msttexthash=""161187"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Lengte 22,8 cm</li>	<li _msthash=""333511"" _msttexthash=""168519"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Breedte 4,4 cm</li>	<li _msthash=""333512"" _msttexthash=""147056"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Diepte 4,2 cm</li>
</ul>"
de-snoepwinkel-purple-rain,De snoepwinkel purple rain,"The Candy Shop collection from Dream Toys immediately catches the eye with their soft pastel colours and smooth shapes. Each toy from the Candy Shop collection has a different pastel colour and a matching name.This is the Purple Rain duo vibrator from the Candy Shop range. It is flexible, which makes the vibrator suitable for users who don’t like the feeling of a sturdy vibrator but prefer one that flexes and moves along with the body. It’s also great to apply varying pressure during use. The Purple Rain vibrator has 2 strong motors, offering 7 vibration rhythms and 3 speeds for vaginal and clitoral stimulation. For convenience the vibrator is rechargeable with the included USB cable. Dont hesitate to take the Purple Rain with you in the shower or bath tub, its IPX7 waterproof. The Candy Shop vibrator is made silicone and ABS. It is phthalate-free, latex-free and 100% body safe.Operation: Long press the on/off button to put the vibrator in stand-by mode. Short press the arrow buttons to start and shift the vibrations. The upper arrow for the vibrations in the top part, the lower button for the vibrations in the clitoris stimulator. Long press the arrow buttons to stop the vibrations. Long press the on/off button to turn the vibrator off.Flexible duo-vibratorWith 2 strong motors7 Vibration rhythms and 3 speeds for vaginal and clitoral stimulationRechargeable with included USB cableWaterproof IPX7Made of silicone and ABS with metal platingBody safe, phthalates free, latex freeLength 22,8 cmWidth 4,4 cmClick here to download the manual<br><br>De Candy Shop collectie van Dream Toys springt meteen in het oog met hun zachte pastelkleuren en gladde vormen. Elk speeltje uit de Candy Shop collectie heeft een andere pastelkleur en een bijpassende naam.<br _istranslated=""1"" _mstmutation=""1"" style=""box-sizing:border-box""><br _istranslated=""1"" _mstmutation=""1"" style=""box-sizing:border-box"">Dit is de Purple Rain duo vibrator uit het Candy Shop assortiment. Het is flexibel, waardoor de vibrator geschikt is voor gebruikers die niet van het gevoel van een stevige vibrator houden, maar de voorkeur geven aan een die buigt en meebeweegt met het lichaam. Het is ook geweldig om tijdens het gebruik variërende druk uit te oefenen. De Purple Rain vibrator heeft 2 sterke motoren, met 7 trillingsritmes en 3 snelheden voor vaginale en clitorale stimulatie. Voor het gemak is de vibrator oplaadbaar met de meegeleverde USB-kabel. Aarzel niet om de Purple Rain mee te nemen onder de douche of in bad, hij is IPX7 waterdicht. De Candy Shop vibrator is gemaakt van siliconen en ABS. Het is ftalaatvrij, latexvrij en 100% lichaamsveilig.<br _istranslated=""1"" _mstmutation=""1"" style=""box-sizing:border-box""><br _istranslated=""1"" _mstmutation=""1"" style=""box-sizing:border-box"">Bediening: Druk lang op de aan/uit-knop om de vibrator in de stand-by modus te zetten. Druk kort op de pijlknoppen om de trillingen te starten en te verschuiven. De bovenste pijl voor de trillingen in het bovenste deel, de onderste knop voor de trillingen in de clitorisstimulator. Druk lang op de pijlknoppen om de trillingen te stoppen. Druk lang op de aan/uit knop om de vibrator uit te schakelen.<br style=""box-sizing:border-box color:#777777 font-family:"" open sans sans-serif font-size:13px="""" font-style:normal="""" font-variant-ligatures:normal="""" font-variant-caps:normal="""" font-weight:300="""" letter-spacing:normal="""" orphans:2="""" text-align:start="""" text-transform:none="""" white-space:normal="""" widows:2="""" word-spacing:0px="""" background-color:="""" text-decoration-thickness:initial="""" text-decoration-style:initial="""" text-decoration-color:initial=""""> <ul style=""box-sizing:border-box margin-top:0px margin-bottom:1rem color:#777777 font-family:"" open sans sans-serif font-size:13px="""" font-style:normal="""" font-variant-ligatures:normal="""" font-variant-caps:normal="""" font-weight:300="""" letter-spacing:normal="""" orphans:2="""" text-align:start="""" text-transform:none="""" white-space:normal="""" widows:2="""" word-spacing:0px="""" background-color:="""" text-decoration-thickness:initial="""" text-decoration-style:initial="""" text-decoration-color:initial="""">	<li _msthash=""333502"" _msttexthash=""482443"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Flexibele duo-vibrator</li>	<li _msthash=""333503"" _msttexthash=""352287"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Met 2 sterke motoren</li>	<li _msthash=""333504"" _msttexthash=""3129126"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>7 trillingsritmes en 3 snelheden voor vaginale en clitorale stimulatie</li>	<li _msthash=""333505"" _msttexthash=""1017107"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Oplaadbaar met meegeleverde USB-kabel</li>	<li _msthash=""333506"" _msttexthash=""253838"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Waterdichte IPX7</li>	<li _msthash=""333507"" _msttexthash=""1621139"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Gemaakt van siliconen en ABS met metalen beplating</li>	<li _msthash=""333508"" _msttexthash=""1249807"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Lichaamsveilig, ftalatenvrij, latexvrij</li>	<li _msthash=""333509"" _msttexthash=""161187"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Lengte 22,8 cm</li>	<li _msthash=""333510"" _msttexthash=""168519"" style=""box-sizing:border-box font-family:"" open sans sans-serif color: font-size:13px>Breedte 4,4 cm</li>
</ul>"
de-uitrusting-van-het-schoolmeisje,De uitrusting van het schoolmeisje,"<p><span>Een schattig en heel lief jurkje van een schoolmeisje: een kort geplooid geruit jurkje met een witte kraag en korte mouwen. Twee jarretelles passka's aan de voorkant. Kleur: Blauw / Rood / Wit. Materiaal: 92% polyester, 8% elastaan.</span></p>"
de-ultra-soft-double-vibrerende,De ultra soft double vibrerende,"<p>Verdubbel haar plezier met deze vibrerende realistische 5,8 inch strap-on anale dildo Zet de penis- en testikelringen vast voor een onmiddellijke boost van je erectie, leid vervolgens de gladde, geaderde schacht in haar anus en schenk al je aandacht aan haar andere zoete plekje Gemaakt van zacht en flexibel TPE, met 10 snelheden bullet in de basis die perfect is voor anale training en intermediair spel met dubbele penetratie Zorg ervoor dat je de schacht glad maakt met veel van je favoriete anale glijmiddel voor maximaal plezier en comfort Belangrijkste kenmerken Slanke 5,8 inch strap-on cockring voor dubbele penetratie Grappige kogels met 10 snelheden voegen extra stimulatie toe Zachte, flexibele bandjes stimuleren je erectie en vertragen de zaadlozing Geaderde schacht met gedefinieerde eikel en realistische kop Zachte, rekbare vallen strekken zich uit om bij de meeste mannen te passen Perfect voor anale training en gemiddelde gebruikers</p>"
dienster-uniform-5-delig-zwart-wit,Dienster uniform (5 delig) zwart / wit,"<p>Sensueel dienster uniform set bestaande uit een body met jarretelles, kousen, een G-String en hoofdstukje.</p>"
dilator-schroef-dilatator-set-van-3,Dilator schroef dilatator set van 3,"Voor diepe gevoelens in de plasbuis!<br _istranslated=""1"">3 extreem lange dilatators die zijn ontworpen als schroeven in verschillende maten en met verschillende gewichten. Perfect voor beginners en experts op het gebied van urethrale stretching. De stimulerende groeven zorgen voor een aangename stimulatie van de plasbuis en de grotere kop voorkomt dat ze te ver naar binnen glijden.<br _istranslated=""1""><br _istranslated=""1"">Volledige lengte: 15,5 cm per stuk, insteekdiepte: 15 cm per stuk, Ø 0,6 cm, 1 cm, 1,3. 7g, 15g, 23g. Siliconen met een PU coating."
dildo-6-jelly-noppen,"Dildo 6"" jelly noppen","<p>Dildo gemaakt van veilig en hygiënisch materiaal. Het is aangenaam, zacht en fantastisch veerkrachtig tegelijk.<br _istranslated=""1"">Er is een krachtige zuignap aan de onderkant voor bevestiging aan vrijwel elk horizontaal oppervlak en je handen blijven vrij.<br _istranslated=""1"">De gadget is ook zeer geschikt voor gebruik met de meeste strap-on harnassen.</p>"
dildo-6-jelly-noppen-roze,"Dildo 6"" jelly noppen roze","<p>Dildo gemaakt van veilig en hygiënisch materiaal. Het is aangenaam, zacht en fantastisch veerkrachtig tegelijk.<br _istranslated=""1"">Er is een krachtige zuignap aan de onderkant voor bevestiging aan vrijwel elk horizontaal oppervlak en je handen blijven vrij.<br _istranslated=""1"">De gadget is ook zeer geschikt voor gebruik met de meeste strap-on harnassen.</p>"
dildo-6-jelly-studs-paars,Dildo 6'' jelly studs paars,"<p><span _mstmutation=""1"" _istranslated=""1"">Dildo</span><span _mstmutation=""1"" _istranslated=""1""> gemaakt van veilig en hygiënisch materiaal.</span><span _mstmutation=""1"" _istranslated=""1""> </span><span _mstmutation=""1"" _istranslated=""1"">Het is aangenaam, zacht en fantastisch veerkrachtig tegelijk.</span><span _mstmutation=""1"" _istranslated=""1""></span><br _mstmutation=""1"" _istranslated=""1""><span>Aan de onderkant </span><span _mstmutation=""1"" _istranslated=""1"">zit een krachtige zuignap </span><span></span><span _mstmutation=""1"" _istranslated=""1"">om</span><span _mstmutation=""1"" _istranslated=""1""> op vrijwel elk horizontaal oppervlak te bevestigen, en je handen blijven vrij.</span><br _mstmutation=""1"" _istranslated=""1""><span _mstmutation=""1"" _istranslated=""1"">De gadget</span><span _mstmutation=""1"" _istranslated=""1""> is ook zeer geschikt voor gebruik met de meeste strap-on harnassen.</span></p>"
dildo-7-jelly-noppen,"Dildo 7"" jelly noppen","<p>Dildo gemaakt van veilig en hygiënisch materiaal. Het is aangenaam, zacht en tegelijkertijd fantastisch veerkrachtig.<br _istranslated=""1"">Aan de onderkant bevindt zich een krachtige zuignap voor bevestiging op vrijwel elk horizontaal oppervlak en de handen blijven vrij.<br _istranslated=""1"">De gadget is ook zeer geschikt voor gebruik met de meeste Strap-On harnassen.</p>"
dildo-8-5-echt-gevoel,"Dildo 8.5"" echt gevoel","<p>Geniet van een superzachte, realistische huid met deze ongelooflijk realistische vibrator.<br _istranslated=""1""><br _istranslated=""1"">De gadget is gemaakt van ftalaatvrij cybernetisch leer. Dit materiaal is ongelooflijk zacht en geeft het gevoel van echt, natuurlijk leer.<br _istranslated=""1""><br _istranslated=""1"">Met zijn realistische vorm en dikke oppervlak lijkt deze vibrerende dildo honderd procent op een natuurlijke penis.<br _istranslated=""1""><br _istranslated=""1"">Belangrijkste kenmerken: - 100% waterdicht - meerdere trillingssnelheden<br _istranslated=""1"">Grootte:<br _istranslated=""1""><br _istranslated=""1"">8,5 ""lang (21,59 cm) 1,65 ""breed (4,19 cm) - 2 AAA-batterijen (niet inbegrepen)</p>"
dildo-8-echt-gevoel,"Dildo 8"" echt gevoel","<p>Geniet van het echte gevoel van een superzachte, realistische huid met dit ongelooflijk realistische gevoel. Het zachte materiaal is gemaakt van ftalaatvrij cybernetisch leer en bootst de zachtheid en het gevoel van echt leer na en voelt zo natuurlijk mogelijk aan De realistische dildo zit trots op de stevige ballen en zuignapbasis en bereikt gemakkelijk je favoriete plekjes met orgastisch gemak. Levensecht qua uiterlijk en formaat, het is een geweldige eerste keuze voor beginners. Deze vibrerende dildo is redelijk realistisch van formaat en lekker dik om een ​​volledige dekking van binnenuit te garanderen. Belangrijkste kenmerken: 100% waterdicht Meerdere snelheden Maat: 8"" lang (20,32 cm) 1,6"" breed (4,06 cm) 2 AAA-batterijen (niet inbegrepen)</p>"
